Order,Species Name,Trade,Highly traded,Category,Total virus richness,Non zoonotic virus richness,Zoono virus richness
CETARTIODACTYLA,Alces alces,Prod,,Domestic,7,4,3
CETARTIODACTYLA,Axis axis,Prod,,Domestic,3,2,1
CETARTIODACTYLA,Bos frontalis,,,Domestic,2,0,2
CETARTIODACTYLA,Bos grunniens,,,Domestic,1,0,1
CETARTIODACTYLA,Bos javanicus,,,Domestic,2,2,0
CETARTIODACTYLA,Bos taurus,,,Domestic,97,46,51
CETARTIODACTYLA,Boselaphus tragocamelus,"Pet, Prod",Y,Domestic,1,0,1
CETARTIODACTYLA,Bubalus bubalis,,,Domestic,22,10,12
CETARTIODACTYLA,Camelus bactrianus,,,Domestic,2,0,2
CETARTIODACTYLA,Camelus dromedarius,,,Domestic,27,7,20
CARNIVORA,Canis familiaris,,,Domestic,27,5,22
CARNIVORA,Canis lupus familiaris,,,Domestic,26,4,22
CETARTIODACTYLA,Capra hircus,,,Domestic,34,19,15
RODENTIA,Cavia porcellus,,,Domestic,9,7,2
CETARTIODACTYLA,Cervus elaphus,"Pet, Prod",,Domestic,16,11,5
CETARTIODACTYLA,Cervus nippon,Prod,,Domestic,5,3,2
RODENTIA,Cricetomys gambianus,Pet,,Domestic,6,3,3
CETARTIODACTYLA,Dama dama,"Pet, Prod",,Domestic,9,7,2
PROBOSCIDEA,Elephas maximus,"Pet, Prod",Y,Domestic,6,2,4
CETARTIODACTYLA,Equus africanus,,,Domestic,6,0,6
CETARTIODACTYLA,Equus asinus,,,Domestic,14,7,7
CETARTIODACTYLA,Equus caballus,,,Domestic,59,27,32
CETARTIODACTYLA,Equus ferus,,,Domestic,29,1,28
CARNIVORA,Felis catus,,,Domestic,28,7,21
RODENTIA,Hydrochoerus hydrochaeris,Prod,,Domestic,2,0,2
CETARTIODACTYLA,Lama glama,,,Domestic,9,0,9
CETARTIODACTYLA,Lama pacos,,,Domestic,3,1,2
RODENTIA,Mus musculus,,,Domestic,54,32,22
CARNIVORA,Neovison vison,Prod,,Domestic,7,3,4
RODENTIA,Ondatra zibethicus,Prod,,Domestic,5,2,3
LAGOMORPHA,Oryctolagus cuniculus,Prod,,Domestic,10,6,4
CETARTIODACTYLA,Ovis aries,,Y,Domestic,69,29,40
CETARTIODACTYLA,Rangifer tarandus,Prod,,Domestic,13,5,8
RODENTIA,Rattus rattus,,,Domestic,68,48,20
CETARTIODACTYLA,Vicugna pacos,,,Domestic,8,0,8
CETARTIODACTYLA,Vicugna vicugna,,Y,Domestic,2,2,0
Cetartiodactyla,Bos taurus indicus,,,Domestic,1,1,0
RODENTIA,Abrothrix longipilis,,,Nontraded,1,0,1
RODENTIA,Abrothrix olivaceus,,,Nontraded,1,0,1
RODENTIA,Abrothrix sanborni,,,Nontraded,1,0,1
RODENTIA,Acomys cahirinus,,,Nontraded,1,0,1
RODENTIA,Acomys dimidiatus,,,Nontraded,1,0,1
RODENTIA,Aethomys kaiseri,,,Nontraded,2,1,1
RODENTIA,Aethomys namaquensis,,,Nontraded,2,0,2
RODENTIA,Akodon azarae,,,Nontraded,5,1,4
RODENTIA,Akodon cursor,,,Nontraded,3,2,1
RODENTIA,Akodon montensis,,,Nontraded,2,0,2
RODENTIA,Akodon obscurus,,,Nontraded,2,0,2
RODENTIA,Akodon paranaensis,,,Nontraded,1,0,1
RODENTIA,Akodon simulator,,,Nontraded,2,1,1
RODENTIA,Akodon varius,,,Nontraded,1,0,1
CETARTIODACTYLA,Alces americanus,,,Nontraded,1,0,1
RODENTIA,Allactaga williamsi,,,Nontraded,1,0,1
PRIMATES,Alouatta seniculus,,,Nontraded,3,1,2
RODENTIA,Ammospermophilus nelsoni,,,Nontraded,3,0,3
CHIROPTERA,Anoura caudifer,,,Nontraded,9,8,1
CHIROPTERA,Anoura geoffroyi,,,Nontraded,9,2,7
CHIROPTERA,Antrozous pallidus,,,Nontraded,1,0,1
RODENTIA,Apodemus agrarius,,,Nontraded,8,2,6
RODENTIA,Apodemus argenteus,,,Nontraded,1,1,0
RODENTIA,Apodemus chevrieri,,,Nontraded,1,0,1
RODENTIA,Apodemus flavicollis,,,Nontraded,12,4,8
RODENTIA,Apodemus latronum,,,Nontraded,1,1,0
RODENTIA,Apodemus mystacinus,,,Nontraded,1,0,1
RODENTIA,Apodemus pallipes,,,Nontraded,1,0,1
RODENTIA,Apodemus peninsulae,,,Nontraded,2,0,2
RODENTIA,Apodemus speciosus,,,Nontraded,1,1,0
RODENTIA,Apodemus sylvaticus,,,Nontraded,25,10,15
RODENTIA,Apodemus uralensis,,,Nontraded,1,0,1
CHIROPTERA,Artibeus fimbriatus,,,Nontraded,1,0,1
CHIROPTERA,Artibeus jamaicensis,,,Nontraded,21,8,13
CHIROPTERA,Artibeus lituratus,,,Nontraded,25,9,16
CHIROPTERA,Artibeus obscurus,,,Nontraded,6,6,0
CHIROPTERA,Artibeus planirostris,,,Nontraded,3,1,2
RODENTIA,Arvicanthis neumanni,,,Nontraded,1,1,0
RODENTIA,Arvicanthis niloticus,,,Nontraded,15,9,6
RODENTIA,Arvicola amphibius,,,Nontraded,3,1,2
RODENTIA,Arvicola scherman,,,Nontraded,2,0,2
CHIROPTERA,Aselliscus stoliczkanus,,,Nontraded,12,11,1
EULIPOTYPHLA,Atelerix albiventris,,,Nontraded,5,0,5
RODENTIA,Baiomys taylori,,,Nontraded,4,1,3
CETARTIODACTYLA,Balaenoptera acutorostrata,,,Nontraded,1,0,1
CETARTIODACTYLA,Balaenoptera borealis,,,Nontraded,1,1,0
CETARTIODACTYLA,Balaenoptera physalus,,,Nontraded,2,2,0
CHIROPTERA,Balionycteris maculata,,,Nontraded,1,1,0
RODENTIA,Bandicota bengalensis,,,Nontraded,7,6,1
RODENTIA,Bandicota indica,,,Nontraded,23,21,2
CHIROPTERA,Barbastella barbastellus,,,Nontraded,2,0,2
CHIROPTERA,Bauerus dubiaquercus,,,Nontraded,2,2,0
RODENTIA,Bibimys chacoensis,,,Nontraded,1,0,1
CINGULATA,Cabassous centralis,,,Nontraded,1,0,1
CARNIVORA,Callicebus oenanthe,,,Nontraded,1,1,0
CARNIVORA,Callorhinus ursinus,,,Nontraded,1,1,0
RODENTIA,Callosciurus finlaysonii,,,Nontraded,1,1,0
RODENTIA,Callosciurus notatus,,,Nontraded,4,4,0
RODENTIA,Callospermophilus lateralis,,,Nontraded,1,0,1
RODENTIA,Calomys callosus,,,Nontraded,6,2,4
RODENTIA,Calomys laucha,,,Nontraded,3,1,2
RODENTIA,Calomys musculinus,,,Nontraded,3,1,2
RODENTIA,Calomys tener,,,Nontraded,2,1,1
DIDELPHIMORPHIA,Caluromys derbianus,,,Nontraded,1,0,1
DIDELPHIMORPHIA,Caluromys philander,,,Nontraded,4,0,4
CHIROPTERA,Carollia brevicauda,,,Nontraded,3,0,3
CHIROPTERA,Carollia perspicillata,,,Nontraded,43,31,12
CHIROPTERA,Carollia sowelli,,,Nontraded,11,11,0
CHIROPTERA,Carollia subrufa,,,Nontraded,2,1,1
PRIMATE,Cercopithecus kandti,,,Nontraded,8,8,0
PRIMATES,Cercopithecus preussi,,,Nontraded,15,15,0
PRIMATES,Cercopithecus solatus,,,Nontraded,2,1,1
PRIMATE,Cercopithecus wolfi,,,Nontraded,8,8,0
Chiroptera,Chaerephon plicatus,,,Nontraded,48,47,1
RODENTIA,Chaetodipus hispidus,,,Nontraded,1,0,1
RODENTIA,Chaetodipus spinatus,,,Nontraded,1,0,1
CINGULATA,Chaetophractus vellerosus,,,Nontraded,2,0,2
RODENTIA,Chionomys roberti,,,Nontraded,1,0,1
PILOSA,Choloepus hoffmanni,,Y,Nontraded,4,0,4
CHIROPTERA,Chrotopterus auritus,,,Nontraded,1,0,1
RODENTIA,Coendou melanurus,,,Nontraded,1,0,1
RODENTIA,Coendou rothschildi,,,Nontraded,1,0,1
CHIROPTERA,Coleura afra,,,Nontraded,8,8,0
CHIROPTERA,Corynorhinus townsendii,,,Nontraded,1,0,1
CHIROPTERA,Craseonycteris thonglongyai,,,Nontraded,1,0,1
EULIPOTYPHLA,Crocidura attenuata,,,Nontraded,3,3,0
EULIPOTYPHLA,Crocidura goliath,,,Nontraded,6,6,0
EULIPOTYPHLA,Crocidura leucodon,,,Nontraded,1,0,1
EULIPOTYPHLA,Crocidura montis,,,Nontraded,1,1,0
EULIPOTYPHLA,Crocidura olivieri,,,Nontraded,16,16,0
EULIPOTYPHLA,Crocidura russula,,,Nontraded,1,0,1
RODENTIA,Ctenodactylus gundi,,,Nontraded,1,0,1
CARNIVORA,Cynictis penicillata,,,Nontraded,1,0,1
CHIROPTERA,Cynomops abrasus,,,Nontraded,1,0,1
CHIROPTERA,Cynomops planirostris,,,Nontraded,1,0,1
CHIROPTERA,Cynopterus brachyotis,,,Nontraded,23,18,5
CHIROPTERA,Cynopterus horsfieldii,,,Nontraded,3,3,0
CARNIVORA,Cystophora cristata,,,Nontraded,4,2,2
RODENTIA,Dasymys incomtus,,,Nontraded,3,1,2
RODENTIA,Dasymys rufulus,,,Nontraded,6,6,0
RODENTIA,Dasyprocta punctata,,Y,Nontraded,2,0,2
DASYUROMORPHIA,Dasyurus geoffroii,,,Nontraded,1,0,1
CETARTIODACTYLA,Delphinus delphis,,,Nontraded,1,1,0
RODENTIA,Deomys ferrugineus,,,Nontraded,1,1,0
RODENTIA,Dephomys defua,,,Nontraded,1,1,0
Chiroptera,Dermanura cinereus,,,Nontraded,4,0,4
CHIROPTERA,Dermanura phaeotis,,,Nontraded,10,4,6
CHIROPTERA,Dermanura toltecus,,,Nontraded,2,0,2
RODENTIA,Desmodillus auricularis,,,Nontraded,1,0,1
CHIROPTERA,Desmodus rotundus,,,Nontraded,11,2,9
CHIROPTERA,Diaemus youngi,,,Nontraded,1,0,1
CHIROPTERA,Diclidurus albus,,,Nontraded,1,0,1
DIDELPHIMORPHIA,Didelphis albiventris,,,Nontraded,1,0,1
CHIROPTERA,Diphylla ecaudata,,,Nontraded,2,1,1
RODENTIA,Diplomys labilis,,,Nontraded,1,0,1
RODENTIA,Dipodomys heermanni,,,Nontraded,2,0,2
RODENTIA,Dipodomys merriami,,,Nontraded,1,0,1
RODENTIA,Dipodomys nitratoides,,,Nontraded,2,0,2
DIPROTODONTIA,Dorcopsis muelleri,,,Nontraded,1,1,0
CHIROPTERA,Dyacopterus spadiceus,,,Nontraded,2,2,0
EULIPOTYPHLA,Echinosorex gymnura,,,Nontraded,2,2,0
RODENTIA,Eothenomys cachinus,,,Nontraded,54,54,0
RODENTIA,Eothenomys miletus,,,Nontraded,1,1,0
CHIROPTERA,Epomops dobsonii,,,Nontraded,1,1,0
CHIROPTERA,Eptesicus brasiliensis,,,Nontraded,1,0,1
CHIROPTERA,Eptesicus diminutus,,,Nontraded,1,0,1
CHIROPTERA,Eptesicus furinalis,,,Nontraded,1,0,1
CHIROPTERA,Eptesicus fuscus,,,Nontraded,9,4,5
CHIROPTERA,Eptesicus serotinus,,,Nontraded,5,2,3
EULIPOTYPHLA,Erinaceus amurensis,,,Nontraded,1,0,1
EULIPOTYPHLA,Erinaceus concolor,,,Nontraded,1,0,1
EULIPOTYPHLA,Erinaceus europaeus,,,Nontraded,1,0,1
EULIPOTYPHLA,Erinaceus roumanicus,,,Nontraded,1,0,1
CETARTIODACTYLA,Eschrichtius robustus,,,Nontraded,1,1,0
CHIROPTERA,Euderma maculatum,,,Nontraded,1,0,1
CARNIVORA,Eumetopias jubatus,,,Nontraded,2,1,1
CHIROPTERA,Eumops auripendulus,,,Nontraded,1,0,1
CHIROPTERA,Eumops glaucinus,,,Nontraded,1,0,1
CHIROPTERA,Eumops patagonicus,,,Nontraded,1,0,1
CHIROPTERA,Eumops perotis,,,Nontraded,1,0,1
RODENTIA,Funambulus tristriatus,,,Nontraded,1,0,1
RODENTIA,Gerbilliscus brantsii,,,Nontraded,1,0,1
RODENTIA,Gerbilliscus kempi,,,Nontraded,7,6,1
RODENTIA,Gerbilliscus leucogaster,,,Nontraded,1,0,1
RODENTIA,Gerbilliscus validus,,,Nontraded,1,0,1
RODENTIA,Gerbillus dasyurus,,,Nontraded,1,0,1
RODENTIA,Gerbillus gerbillus,,,Nontraded,1,0,1
CHIROPTERA,Glauconycteris argentata,,,Nontraded,1,0,1
CHIROPTERA,Glauconycteris poensis,,,Nontraded,2,2,0
CHIROPTERA,Glauconycteris variegata,,,Nontraded,3,3,0
CETARTIODACTYLA,Globicephala melas,,,Nontraded,2,1,1
CHIROPTERA,Glossophaga commissarisi,,,Nontraded,2,1,1
CHIROPTERA,Glossophaga longirostris,,,Nontraded,1,0,1
CHIROPTERA,Glossophaga morenoi,,,Nontraded,1,0,1
CHIROPTERA,Glossophaga soricina,,,Nontraded,24,15,9
RODENTIA,Graomys griseoflavus,,,Nontraded,1,0,1
CARNIVORA,Halichoerus grypus,,,Nontraded,2,2,0
RODENTIA,Handleyomys alfaroi,,,Nontraded,1,0,1
RODENTIA,Handleyomys fuscatus,,,Nontraded,1,0,1
RODENTIA,Heimyscus fumosus,,,Nontraded,4,4,0
EULIPOTYPHLA,Hemiechinus auritus,,,Nontraded,1,0,1
RODENTIA,Heteromys anomalus,,,Nontraded,4,1,3
CHIROPTERA,Hipposideros abae,,,Nontraded,1,0,1
CHIROPTERA,Hipposideros bicolor,,,Nontraded,2,1,1
CHIROPTERA,Hipposideros caffer,,,Nontraded,235,233,2
CHIROPTERA,Hipposideros cervinus,,,Nontraded,16,16,0
CHIROPTERA,Hipposideros cineraceus,,,Nontraded,1,0,1
CHIROPTERA,Hipposideros curtus,,,Nontraded,3,3,0
CHIROPTERA,Hipposideros cyclops,,,Nontraded,18,18,0
CHIROPTERA,Hipposideros diadema,,,Nontraded,10,9,1
CHIROPTERA,Hipposideros fuliginosus,,,Nontraded,1,1,0
CHIROPTERA,Hipposideros galeritus,,,Nontraded,15,15,0
CHIROPTERA,Hipposideros grandis,,,Nontraded,8,8,0
CHIROPTERA,Hipposideros jonesi,,,Nontraded,1,1,0
CHIROPTERA,Hipposideros pratti,,,Nontraded,1,1,0
CHIROPTERA,Histiotus montanus,,,Nontraded,1,0,1
CHIROPTERA,Histiotus velatus,,,Nontraded,1,0,1
RODENTIA,Holochilus chacarius,,,Nontraded,2,1,1
RODENTIA,Holochilus sciureus,,,Nontraded,1,0,1
RODENTIA,Hoplomys gymnurus,,,Nontraded,1,0,1
RODENTIA,Hydromys chrysogaster,,,Nontraded,2,0,2
RODENTIA,Hylaeamys laticeps,,,Nontraded,5,1,4
RODENTIA,Hylaeamys megacephalus,,,Nontraded,9,2,7
RODENTIA,Hylomyscus alleni,,,Nontraded,1,1,0
RODENTIA,Hylomyscus parvus,,,Nontraded,1,1,0
RODENTIA,Hylomyscus stella,,,Nontraded,5,5,0
CHIROPTERA,Hypsugo crassulus,,,Nontraded,3,3,0
CHIROPTERA,Hypsugo musciculus,,,Nontraded,4,4,0
CHIROPTERA,Hypsugo pulveratus,,,Nontraded,1,0,1
CHIROPTERA,Ia io,,,Nontraded,8,8,0
RODENTIA,Ictidomys tridecemlineatus,,,Nontraded,2,0,2
CHIROPTERA,Kerivoula hardwickii,,,Nontraded,1,1,0
CHIROPTERA,Kerivoula minuta,,,Nontraded,1,1,0
CHIROPTERA,Kerivoula pellucida,,,Nontraded,1,1,0
CHIROPTERA,Lasionycteris noctivagans,,,Nontraded,1,0,1
CHIROPTERA,Lasiurus blossevillii,,,Nontraded,1,0,1
CHIROPTERA,Lasiurus borealis,,,Nontraded,1,0,1
CHIROPTERA,Lasiurus cinereus,,,Nontraded,2,0,2
CHIROPTERA,Lasiurus ega,,,Nontraded,1,0,1
CHIROPTERA,Lasiurus egregius,,,Nontraded,1,0,1
CHIROPTERA,Lasiurus intermedius,,,Nontraded,1,0,1
CHIROPTERA,Lasiurus seminolus,,,Nontraded,1,0,1
CHIROPTERA,Lasiurus xanthinus,,,Nontraded,1,0,1
RODENTIA,Lemmus lemmus,,,Nontraded,2,0,2
RODENTIA,Lemmus sibiricus,,,Nontraded,1,1,0
RODENTIA,Lemniscomys rosalia,,,Nontraded,1,1,0
RODENTIA,Lemniscomys striatus,,,Nontraded,4,2,2
RODENTIA,Leopoldamys neilli,,,Nontraded,1,1,0
CARNIVORA,Leptonychotes weddellii,,,Nontraded,4,4,0
CHIROPTERA,Leptonycteris curasoae,,,Nontraded,1,0,1
CHIROPTERA,Leptonycteris nivalis,,,Nontraded,1,0,1
CHIROPTERA,Lichonycteris obscura,,,Nontraded,2,2,0
RODENTIA,Liomys adspersus,,,Nontraded,1,0,1
CARNIVORA,Lobodon carcinophaga,,,Nontraded,2,1,1
CHIROPTERA,Lonchophylla robusta,,,Nontraded,2,0,2
PRIMATES,Lonchophylla thomasi,,,Nontraded,1,1,0
CHIROPTERA,Lonchorhina aurita,,,Nontraded,2,1,1
CHIROPTERA,Lophostoma brasiliense,,,Nontraded,1,0,1
CHIROPTERA,Lophostoma silvicolum,,,Nontraded,2,0,2
RODENTIA,Lophuromys flavopunctatus,,,Nontraded,2,1,1
RODENTIA,Lophuromys nudicaudus,,,Nontraded,8,8,0
RODENTIA,Lophuromys sikapusi,,,Nontraded,5,2,3
RODENTIA,Loxodontomys micropus,,,Nontraded,1,0,1
CHIROPTERA,Macroglossus minimus,,,Nontraded,1,1,0
CHIROPTERA,Macroglossus sobrinus,,,Nontraded,3,2,1
CHIROPTERA,Macronycteris vittatus,,,Nontraded,2,2,0
CHIROPTERA,Macrotus californicus,,,Nontraded,1,0,1
RODENTIA,Madromys blanfordi,,,Nontraded,1,0,1
RODENTIA,Malacomys longipes,,,Nontraded,6,6,0
Pholidota,Manis tricuspis,,,Nontraded,2,2,0
DIDELPHIMORPHIA,Marmosa murina,,,Nontraded,1,0,1
RODENTIA,Mastomys awashensis,,,Nontraded,1,0,1
RODENTIA,Mastomys coucha,,,Nontraded,1,0,1
RODENTIA,Mastomys erythroleucus,,,Nontraded,5,1,4
RODENTIA,Mastomys huberti,,,Nontraded,3,1,2
RODENTIA,Mastomys natalensis,,,Nontraded,26,19,7
RODENTIA,Maxomys surifer,,,Nontraded,2,2,0
RODENTIA,Maxomys whiteheadi,,,Nontraded,5,5,0
RODENTIA,Megadontomys nelsoni,,,Nontraded,2,1,1
CHIROPTERA,Megaerops ecaudatus,,,Nontraded,1,0,1
CHIROPTERA,Megaerops niphanae,,,Nontraded,1,1,0
RODENTIA,Melanomys caliginosus,,,Nontraded,1,0,1
RODENTIA,Menetes berdmorei,,,Nontraded,2,2,0
RODENTIA,Meriones crassus,,,Nontraded,1,0,1
RODENTIA,Meriones libycus,,,Nontraded,2,0,2
RODENTIA,Meriones meridianus,,,Nontraded,1,0,1
RODENTIA,Mesocricetus auratus,,,Nontraded,8,6,2
CHIROPTERA,Mesophylla macconnelli,,,Nontraded,2,2,0
DIDELPHIMORPHIA,Metachirus nudicaudatus,,,Nontraded,2,0,2
"	Didelphimorphia",Micoureus demerarae,,,Nontraded,1,1,0
RODENTIA,Micromys minutus,,,Nontraded,1,0,1
CHIROPTERA,Micronycteris megalotis,,,Nontraded,1,0,1
RODENTIA,Microtus agrestis,,,Nontraded,12,4,8
RODENTIA,Microtus arvalis,,,Nontraded,7,2,5
RODENTIA,Microtus californicus,,,Nontraded,7,2,5
RODENTIA,Microtus fortis,,,Nontraded,2,1,1
RODENTIA,Microtus gregalis,,,Nontraded,2,0,2
RODENTIA,Microtus ilaeus,,,Nontraded,1,0,1
RODENTIA,Microtus levis,,,Nontraded,2,0,2
RODENTIA,Microtus maximowiczii,,,Nontraded,1,1,0
RODENTIA,Microtus ochrogaster,,,Nontraded,2,1,1
RODENTIA,Microtus oeconomus,,,Nontraded,5,1,4
RODENTIA,Microtus pennsylvanicus,,,Nontraded,7,3,4
RODENTIA,Microtus subterraneus,,,Nontraded,1,0,1
RODENTIA,Millardia meltada,,,Nontraded,1,0,1
CHIROPTERA,Mimon crenulatum,,,Nontraded,1,1,0
CHIROPTERA,Miniopterus fuliginosus,,,Nontraded,3,1,2
CHIROPTERA,Miniopterus inflatus,,,Nontraded,37,36,1
CHIROPTERA,Miniopterus magnater,,,Nontraded,171,171,0
CHIROPTERA,Miniopterus minor,,,Nontraded,1,1,0
CHIROPTERA,Miniopterus pusillus,,,Nontraded,6,5,1
CHIROPTERA,Miniopterus schreibersii,,,Nontraded,77,69,8
CHIROPTERA,Miniopterus tristis,,,Nontraded,1,1,0
CARNIVORA,Mirounga leonina,,,Nontraded,1,1,0
CHIROPTERA,Molossops neglectus,,,Nontraded,1,0,1
CHIROPTERA,Molossus currentium,,,Nontraded,1,0,1
CHIROPTERA,Molossus molossus,,,Nontraded,8,1,7
CHIROPTERA,Molossus rufus,,,Nontraded,9,3,6
Chiroptera,Mops condylura,,,Nontraded,6,3,3
CHIROPTERA,Mops condylurus,,,Nontraded,102,102,0
CHIROPTERA,Mops demonstrator,,,Nontraded,1,1,0
CHIROPTERA,Mormoops megalophylla,,,Nontraded,3,1,2
CHIROPTERA,Murina aurata,,,Nontraded,1,0,1
CHIROPTERA,Murina cyclotis,,,Nontraded,1,0,1
CHIROPTERA,Murina leucogaster,,,Nontraded,2,0,2
RODENTIA,Mus booduga,,,Nontraded,2,0,2
RODENTIA,Mus bufo,,,Nontraded,1,1,0
RODENTIA,Mus caroli,,,Nontraded,2,2,0
RODENTIA,Mus cervicolor,,,Nontraded,6,6,0
RODENTIA,Mus cookii,,,Nontraded,2,2,0
RODENTIA,Mus minutoides,,,Nontraded,2,2,0
RODENTIA,Mus musculoides,,,Nontraded,175,171,4
RODENTIA,Mus setulosus,,,Nontraded,3,2,1
RODENTIA,Mus spicilegus,,,Nontraded,1,1,0
RODENTIA,Mus spretus,,,Nontraded,3,1,2
RODENTIA,Mus_minutoides,,,Nontraded,1,0,1
RODENTIA,Myocastor coypus,,,Nontraded,4,0,4
RODENTIA,Myodes gapperi,,,Nontraded,3,0,3
RODENTIA,Myodes glareolus,,,Nontraded,20,4,16
RODENTIA,Myodes regulus,,,Nontraded,2,0,2
RODENTIA,Myodes rufocanus,,,Nontraded,3,1,2
RODENTIA,Myodes rutilus,,,Nontraded,5,0,5
CHIROPTERA,Myotis albescens,,,Nontraded,3,2,1
CHIROPTERA,Myotis altarium,,,Nontraded,1,1,0
CHIROPTERA,Myotis austroriparius,,,Nontraded,1,0,1
CHIROPTERA,Myotis bechsteinii,,,Nontraded,1,0,1
CHIROPTERA,Myotis blythii,,,Nontraded,2,1,1
CHIROPTERA,Myotis californicus,,,Nontraded,3,2,1
CHIROPTERA,Myotis chiloensis,,,Nontraded,1,0,1
CHIROPTERA,Myotis chinensis,,,Nontraded,1,1,0
CHIROPTERA,Myotis ciliolabrum,,,Nontraded,1,0,1
CHIROPTERA,Myotis dasycneme,,,Nontraded,2,0,2
CHIROPTERA,Myotis daubentonii,,,Nontraded,12,8,4
CHIROPTERA,Myotis evotis,,,Nontraded,2,1,1
CHIROPTERA,Myotis fimbriatus,,,Nontraded,2,2,0
CHIROPTERA,Myotis grisescens,,,Nontraded,1,0,1
CHIROPTERA,Myotis horsfieldii,,,Nontraded,52,52,0
CHIROPTERA,Myotis keaysi,,,Nontraded,4,4,0
CHIROPTERA,Myotis keenii,,,Nontraded,3,0,3
CHIROPTERA,Myotis laniger,,,Nontraded,11,11,0
CHIROPTERA,Myotis leibii,,,Nontraded,1,0,1
CHIROPTERA,Myotis levis,,,Nontraded,1,0,1
CHIROPTERA,Myotis longipes,,,Nontraded,2,2,0
CHIROPTERA,Myotis lucifugus,,,Nontraded,9,5,4
CHIROPTERA,Myotis macrodactylus,,,Nontraded,1,0,1
CHIROPTERA,Myotis muricola,,,Nontraded,1,1,0
CHIROPTERA,Myotis myotis,,,Nontraded,7,5,2
CHIROPTERA,Myotis nigricans,,,Nontraded,3,0,3
CHIROPTERA,Myotis occultus,,,Nontraded,1,0,1
CHIROPTERA,Myotis oxyotus,,,Nontraded,2,2,0
CHIROPTERA,Myotis pilosus,,,Nontraded,8,6,2
CHIROPTERA,Myotis ricketti,,,Nontraded,57,57,0
CHIROPTERA,Myotis riparius,,,Nontraded,1,0,1
CHIROPTERA,Myotis septentrionalis,,,Nontraded,4,0,4
CHIROPTERA,Myotis siligorensis,,,Nontraded,5,5,0
CHIROPTERA,Myotis thysanodes,,,Nontraded,1,0,1
CHIROPTERA,Myotis velifer,,,Nontraded,4,3,1
CHIROPTERA,Myotis volans,,,Nontraded,2,1,1
CHIROPTERA,Myotis welwitschii,,,Nontraded,2,2,0
CHIROPTERA,Myotis yumanensis,,,Nontraded,2,1,1
CHIROPTERA,Natalus stramineus,,,Nontraded,1,0,1
CHIROPTERA,Natalus tumidirostris,,,Nontraded,5,2,3
RODENTIA,Neacomys guianae,,,Nontraded,1,1,0
RODENTIA,Neacomys spinosus,,,Nontraded,1,1,0
RODENTIA,Necromys amoenus,,,Nontraded,1,1,0
RODENTIA,Necromys benefactus,,,Nontraded,2,0,2
RODENTIA,Necromys lasiurus,,,Nontraded,1,0,1
RODENTIA,Necromys obscurus,,,Nontraded,3,0,3
RODENTIA,Nectomys squamipes,,,Nontraded,6,0,6
CHIROPTERA,Neoromicia brunnea,,,Nontraded,1,1,0
RODENTIA,Neoromicia capensis,,,Nontraded,1,0,1
